"""Barbie: I Can Be a Computer Engineer"" Pulled From Amazon",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Oz1k21FCocM/story01.htm,"New submitter clcto writes Back in 2010, Computer Engineer Barbie was released. Now, with the attention brought to the Frozen themed programming game from Disney and Code.org, unwanted attention has been given to the surprisingly real book ""Barbie: I Can Be a Computer Engineer"". So much so, that Mattel has pulled the book from Amazon. The book shows Barbie attempting to write a computer game. However, instead of writing the code, she enlists two boys to write the code as she just does the design. She then proceeds to infect her computer and her sister's computer with a virus and must enlist the boys to fix that for her as well. In the end she takes all the credit, and proclaims ""I guess I can be a computer engineer!"" A blog post commenting on the book (as well as giving pictures of the book and its text) has been moved to Gizmodo due to high demand.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=%22Barbie%3A+I+Can+Be+a+Computer+Engineer%22+Pulled+From+Amazon%3A+http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F11%2F20%2F1557259%2F%3Futm_source%3Dtwitter%26utm_medium%3Dtwitter""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F11%2F20%2F1557259%2Fbarbie-i-can-be-a-computer-engineer-pulled-from-amazon%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/14/11/20/1557259/barbie-i-can-be-a-computer-engineer-pulled-from-amazon?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://news.slashdot.org/story/14/11/20/1557259/barbie-i-can-be-a-computer-engineer-pulled-from-amazon?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6122657&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40ad162a/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/213968703080/u/49/f/647410/c/35028/s/40ad162a/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/Oz1k21FCocM"" height=""1"" width=""1""/>"
3000 years of questions (Physicsworld),http://news.feedzilla.com/en_us/stories/science/408855485?client_source=api&format=json,"An argument for reconnecting science with its philosophic, artistic and
theological roots, reviewed by **John Singleton**

"
A Brilliant Mind: SUSE's Kernel Guru Speaks,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/OjgPdKa-wVg/story01.htm,"An anonymous reader writes The man who in every sense sits at the nerve centre of SUSE Linux has no airs about him. At 38, Vojtch Pavl&#237;k is disarmingly frank and often seems a bit embarrassed to talk about his achievements, which are many and varied. He is every bit a nerd, but can be candid, though precise. As director of SUSE Labs, it would be no exaggeration to call him the company's kernel guru. Both recent innovations that have come from SUSE &mdash; patching a live kernel, technology called kGraft, and creating a means for booting openSUSE on machines locked down with secure boot, have been his babies.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=A+Brilliant+Mind%3A+SUSE's+Kernel+Guru+Speaks%3A+http%3A%2F%2Flinux.slashdot.org%2Fstory%2F14%2F11%2F20%2F203259%2F%3Futm_source%3Dtwitter%26utm_medium%3Dtwitter""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Flinux.slashdot.org%2Fstory%2F14%2F11%2F20%2F203259%2Fa-brilliant-mind-suses-kernel-guru-speaks%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://linux.slashdot.org/story/14/11/20/203259/a-brilliant-mind-suses-kernel-guru-speaks?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://linux.slashdot.org/story/14/11/20/203259/a-brilliant-mind-suses-kernel-guru-speaks?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6124227&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40aeb102/sc/38/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/a2.htm""><img src=""http://da.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211597825121/u/49/f/647410/c/35028/s/40aeb102/sc/38/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/OjgPdKa-wVg"" height=""1"" width=""1""/>"
A Thousand Days ‘Til Totality: Anticipating the 2017 Solar Eclipse (Universe Today),http://news.feedzilla.com/en_us/stories/science/408856131?client_source=api&format=json,"Where will YOU be on August 21st, 2017? Astronomy is all about humility and
thinking big in terms of space and time. It’s routine for astronomers to talk
of comets on thousand year orbits, or stars with life spans measured in
billions of years…(...)Read the rest of A Thousand Days 'Til Totality:
Anticipating the 2017 […]

"
A virtual reality vacation (CBS News),http://news.feedzilla.com/en_us/stories/science/408868578?client_source=api&format=json,"Want to see London or the black sands of Hawaii? Travel no further than this
hotel in San Francisco

"
Amnesty International Releases Tool To Combat Government Spyware,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/YwyImutqgPM/story01.htm,"New submitter Gordon_Shure_DOT_com writes Human rights charity Amnesty International has released Detekt to tool which finds and removes known government spyware programs. Describing the free software as the first of its kind, Amnesty commissioned the tool from prominent German computer security researcher and open source advocate Claudio Guarnieri, aka 'nex'. While acknowledging that the only sure way to prevent governments surveillance of huge dragnets of individuals is legislation, Marek Marczynski of Amnesty nevertheless called the tool ( downloadable here ) a useful countermeasure versus spooks. According to the app's instructions, it operates similarly to popular malware or virus removal suites, though systems must be disconnected from the Internet prior to it scanning.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Amnesty+International+Releases+Tool+To+Combat+Government+Spyware%3A+http%3A%2F%2Fyro.slashdot.org%2Fstory%2F14%2F11%2F20%2F2134221%2F%3Futm_source%3Dtwitter%26utm_medium%3Dtwitter""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F14%2F11%2F20%2F2134221%2Famnesty-international-releases-tool-to-combat-government-spyware%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/14/11/20/2134221/amnesty-international-releases-tool-to-combat-government-spyware?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://yro.slashdot.org/story/14/11/20/2134221/amnesty-international-releases-tool-to-combat-government-spyware?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6124631&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40af2993/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211597825618/u/49/f/647410/c/35028/s/40af2993/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/YwyImutqgPM"" height=""1"" width=""1""/>"
"Android Botnet Evolves, Could Pose Threat To Corporate Networks",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/gBthErtfOU0/story01.htm,"angry tapir writes An Android Trojan program that's behind one of the longest running multipurpose mobile botnets has been updated to become stealthier and more resilient. The botnet is mainly used for instant message spam and rogue ticket purchases, but it could be used to launch targeted attacks against corporate networks because the malware allows attackers to use the infected devices as proxies, according to security researchers.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Android+Botnet+Evolves%2C+Could+Pose+Threat+To+Corporate+Networks%3A+http%3A%2F%2Fit.slashdot.org%2Fstory%2F14%2F11%2F19%2F2315241%2F%3Futm_source%3Dtwitter%26utm_medium%3Dtwitter""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fit.slashdot.org%2Fstory%2F14%2F11%2F19%2F2315241%2Fandroid-botnet-evolves-could-pose-threat-to-corporate-networks%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://it.slashdot.org/story/14/11/19/2315241/android-botnet-evolves-could-pose-threat-to-corporate-networks?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://it.slashdot.org/story/14/11/19/2315241/android-botnet-evolves-could-pose-threat-to-corporate-networks?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6113647&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40a7d39f/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/213968678992/u/49/f/647410/c/35028/s/40a7d39f/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/gBthErtfOU0"" height=""1"" width=""1""/>"
"Apple Swaps ""Get"" Button For ""Free"" To Avoid Confusion Over In-App Purchases",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/pIszu_ED11w/story01.htm,"New submitter lazarus (2879) writes Apple is falling in line with the European Commission's request that app sellers do more to stop inadvertent in-app purchases. Following Google's lead, Cupertino has removed all instances of the word ""free"" within its iOS and Mac app stores (with the exception of its own apps, like iMovie), and replaced them with the term ""Get."" The new label clarifies what users can expect when downloading an app. Apps previously labeled as ""Free"" will now have a ""Get"" label. If those apps include in-app purchases, a small gray ""In-App Purchase"" label will appear below the ""Get"" button.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Apple+Swaps+%22Get%22+Button+For+%22Free%22+To+Avoid+Confusion+Over+In-App+Purchases%3A+http%3A%2F%2Fapple.slashdot.org%2Fstory%2F14%2F11%2F20%2F1844233%2F%3Futm_source%3Dtwitter%26utm_medium%3Dtwitter""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fapple.slashdot.org%2Fstory%2F14%2F11%2F20%2F1844233%2Fapple-swaps-get-button-for-free-to-avoid-confusion-over-in-app-purchases%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://apple.slashdot.org/story/14/11/20/1844233/apple-swaps-get-button-for-free-to-avoid-confusion-over-in-app-purchases?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://apple.slashdot.org/story/14/11/20/1844233/apple-swaps-get-button-for-free-to-avoid-confusion-over-in-app-purchases?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6123855&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40aeb7d6/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211597850826/u/49/f/647410/c/35028/s/40aeb7d6/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/pIszu_ED11w"" height=""1"" width=""1""/>"
"As Amazon Grows In Seattle, Pay Equity For Women Declines",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/caz1phhU_MY/story01.htm,"reifman writes Amazon's hiring so quickly in Seattle that it's on pace to employ 45,000 people or seven percent of the city. But, 75% of these hires are male. While Seattle women earned 86 cents per dollar earned by men in 2012, today, they make only 78 cents per dollar. In ""Amageddon: Seattle's Increasingly Obvious Future"", I review these and other surprising facts about Amazon's growing impact on the city: we're the fastest growing &mdash; now larger than Boston, we have the fastest rising rents, the fourth worst traffic, we're only twelfth in public transit, we're the fifth whitest and getting whiter, we're experiencing record levels of property crime and the amount of office space under construction has nearly doubled to 3.2 million square feet in the past year.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=As+Amazon+Grows+In+Seattle%2C+Pay+Equity+For+Women+Declines%3A+http%3A%2F%2Fdevelopers.slashdot.org%2Fstory%2F14%2F11%2F20%2F1413222%2F%3Futm_source%3Dtwitter%26utm_medium%3Dtwitter""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fdevelopers.slashdot.org%2Fstory%2F14%2F11%2F20%2F1413222%2Fas-amazon-grows-in-seattle-pay-equity-for-women-declines%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://developers.slashdot.org/story/14/11/20/1413222/as-amazon-grows-in-seattle-pay-equity-for-women-declines?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://developers.slashdot.org/story/14/11/20/1413222/as-amazon-grows-in-seattle-pay-equity-for-women-declines?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6121825&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40ad6986/sc/1/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/a2.htm""><img src=""http://da.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211597765056/u/49/f/647410/c/35028/s/40ad6986/sc/1/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/caz1phhU_MY"" height=""1"" width=""1""/>"
Ask Slashdot: Workaday Software For BSD On the Desktop?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/eWgLi6SOKyQ/story01.htm,"An anonymous reader writes So for a variety of reasons (some related to recent events, some ongoing for a while) I've kinda soured on Linux and have been looking at giving BSD a shot on the desktop. I've been a Gentoo user for many years and am reasonably comfortable diving into stuff, so I don't anticipate user friendliness being a show stopper. I suspect it's more likely something I currently do will have poor support in the BSD world. I have of course been doing some reading and will probably just give it a try at some point regardless, but I was curious what experience and advice other slashdot users could share. There's been many bold comments on slashdot about moving away from Linux, so I suspect I'm not the only one asking these questions. Use-case wise, my list of must haves is: Minecraft, and probably more dubiously, FTB; mplayer or equivalent (very much prefer mplayer as it's what I've used forever); VirtualBox or something equivalent; Firefox (like mplayer, it's just what I've always used, and while I would consider alternatives, that would definitely be a negative); Flash (I hate it, but browsing the web sans-flash is still a pain); OpenRA (this is the one I anticipate giving me the most trouble, but playing it is somewhat of an obsession). Stuff that would be nice but I can live without: Full disk encryption; Openbox / XFCE (It's what I use now and would like to keep using, but I could probably switch to something else without too much grief); jackd/rakarrack or something equivalent (currently use my computer as a cheap guitar amp/effects stack); Qt (toolkit of choice for my own stuff). What's the most painless way to transition to BSD for this constellation of uses, and which variety of BSD would you suggest?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+Workaday+Software+For+BSD+On+the+Desktop%3F%3A+http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F11%2F20%2F185246%2F%3Futm_source%3Dtwitter%26utm_medium%3Dtwitter""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F11%2F20%2F185246%2Fask-slashdot-workaday-software-for-bsd-on-the-desktop%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/11/20/185246/ask-slashdot-workaday-software-for-bsd-on-the-desktop?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/11/20/185246/ask-slashdot-workaday-software-for-bsd-on-the-desktop?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6123607&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40aeb107/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211597825120/u/49/f/647410/c/35028/s/40aeb107/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/eWgLi6SOKyQ"" height=""1"" width=""1""/>"
